"","origin","affected","count","d","trade","o_lpop","o_lgdp","o_civr","o_muslim","o_budhist","o_hindu","o_femil","t_lpop","t_lgdp","t_civr","o_elf","o_infmort","occupier"
"8676","Congo","India",0,4.69011573588946,0,14.862850189209,6.66730785369873,5,0.02,0,0,28.583,20.7030639648438,6.10444355010986,3.5,0.684000015258789,90,0
"8677","Drc","India",0,4.69042152460813,0.000522549031302333,17.6908702850342,4.60084247589111,6,0.1,0,0,52.976,20.7030639648438,6.10444355010986,3.5,0.90200001001358,90,0
"8678","Denmark","India",0,3.62861317237233,0.00269814417697489,15.4834060668945,10.5319690704346,1,0.02,0,0,0,20.7030639648438,6.10444355010986,3.5,0.0610000006854534,5,0
"8679","Oman","India",0,1.20583810032531,0.00520065007731318,14.6492891311646,8.69083690643311,6,0.95,0,0.0500000007450581,42.894,20.7030639648438,6.10444355010986,3.5,0.142000004649162,18,0
"8680","Kuwait","India",0,1.76134577251056,0,14.4393615722656,9.54591751098633,4.5,0.85,0,0.0500000007450581,22.135,20.7030639648438,6.10444355010986,3.5,0.787999987602234,12,0
"8681","Angola","India",0,4.98080359724451,0,16.3332061767578,6.2516565322876,6,0,0,0,2.606,20.7030639648438,6.10444355010986,3.5,0.782999992370605,124,0
"8682","Bangladesh","India",0,0.884677068660525,0,18.6596984863281,5.88706254959106,4,0.83,0,0.159999996423721,71.478,20.7030639648438,6.10444355010986,3.5,0.0430000014603138,73,0
"8683","Tajikistan","India",0,0.838091261058481,0,15.6282157897949,5.90925884246826,6,0.9,0,0,1.435,20.7030639648438,6.10444355010986,3.5,0.550000011920929,23,0
"8684","Gambia","India",0,6.00063747021705,0,14.0174798965454,5.89190912246704,5.5,0.987,0,0,72.628,20.7030639648438,6.10444355010986,3.5,0.716000020503998,76,0
"8687","Malaysia","India",0,2.3853022665929,0.0168061573058367,16.9156036376953,8.44575023651123,5,0.604,0.19200000166893,0.063000001013279,18.215,20.7030639648438,6.10444355010986,3.5,0.718999981880188,8,0
"8688","Moldova","India",0,2.87027224286052,7.0808149757795e-05,15.2738933563232,6.48264217376709,4,0,0,0,2.107,20.7030639648438,6.10444355010986,3.5,0.544701993465424,18,0
"8689","Canada","India",0,7.03667088054043,0.00696655223146081,17.223352432251,9.99863529205322,1,0,0,0,0,20.7030639648438,6.10444355010986,3.5,0.768999993801117,5,0
"8690","Dominican Rep.","India",0,8.50315008710657,0,15.9077711105347,7.56537818908691,3,0,0,0,17.246,20.7030639648438,6.10444355010986,3.5,0.483000010251999,40,0
"8691","Malawi","India",0,4.13501990926078,0.000322894629789516,16.1064281463623,5.11416053771973,3,0.2,0,0,55.633,20.7030639648438,6.10444355010986,3.5,0.606000006198883,134,0
"8692","Saudi Arabia","India",0,1.89512553575023,0.00782886706292629,16.7961292266846,8.81570148468018,7,1,0,0,36.069,20.7030639648438,6.10444355010986,3.5,0.300000011920929,20,0
"8693","Paraguay","India",0,9.65901281033048,0.000539077853318304,15.4678163528442,7.50971269607544,3,0,0,0,8.544,20.7030639648438,6.10444355010986,3.5,0.180000007152557,24,0
"8696","China","India",0,2.34546476555611,0.00340225268155336,20.9383773803711,6.65306282043457,6.5,0.03,0.100000001490116,0,25.583,20.7030639648438,6.10444355010986,3.5,0.130999997258186,31,0
"8697","Switzerland","India",0,3.87520102539743,0.00911005772650242,15.7770128250122,10.7315835952759,1,0,0,0,0,20.7030639648438,6.10444355010986,3.5,0.586000025272369,4,0
"8698","Mali","India",0,5.51337635742885,0,16.1476535797119,5.65223169326782,3,0.9,0,0,68.969,20.7030639648438,6.10444355010986,3.5,0.833000004291534,117,0
"8699","Cote d'Ivoire","India",0,5.53664377860818,0,16.5368061065674,6.64203119277954,4,0.4,0,0,64.576,20.7030639648438,6.10444355010986,3.5,0.896000027656555,88,0
"8700","Uruguay","India",0,9.68486377209819,0.000438250950537622,15.0060939788818,8.77946186065674,2,0,0,0,2.067,20.7030639648438,6.10444355010986,3.5,0.375,16,0
"8701","Cambodia","India",0,2.1358022842823,0,16.2578582763672,5.68605184555054,6,0,0.949999988079071,0,45.171,20.7030639648438,6.10444355010986,3.5,0.1858000010252,102,0
"8702","Mongolia","India",0,2.06291381640226,2.91559572360711e-05,14.6725225448608,6.04488801956177,3,0.02,0,0.959999978542328,1.388,20.7030639648438,6.10444355010986,3.5,0.349000006914139,50,0
"8703","Niger","India",0,4.87842041659426,1.69466493389336e-05,16.1280460357666,5.33631801605225,5,0.8,0,0,92.289,20.7030639648438,6.10444355010986,3.5,0.681999981403351,76,0
"8704","Trinidad & Tobago","India",0,8.56303535978875,0.000483226263895631,14.0663785934448,8.50862407684326,2,0.058,0,0.237999990582466,8.491,20.7030639648438,6.10444355010986,3.5,0.638999998569489,16,0
"8705","U.S.A.","India",0,7.48134460959733,0.0275736302137375,19.4322814941406,10.3335962295532,1,0,0,0,0,20.7030639648438,6.10444355010986,3.5,0.574999988079071,7,0
"8707","Cameroon","India",0,4.61899066946706,0.000232236212468706,16.4687519073486,6.49595880508423,5,0.2,0,0,33.579,20.7030639648438,6.10444355010986,3.5,0.879000008106232,77,0
"8708","Indonesia","India",0,3.10247096790589,0.00363784423097968,19.1336307525635,6.94025564193726,4.5,0.88,0.00999999977648258,0.0199999995529652,19.703,20.7030639648438,6.10444355010986,3.5,0.757000029087067,43,0
"8709","Mexico","India",0,9.10061037594961,0.00194807269144803,18.3714904785156,8.19596576690674,4,0,0,0,11.284,20.7030639648438,6.10444355010986,3.5,0.218999996781349,30,0
"8710","Mozambique","India",0,4.7946382028532,0.000223895476665348,16.6487236022949,5.24105310440063,4,0.2,0,0,73.621,20.7030639648438,6.10444355010986,3.5,0.698000013828278,67,0
"8711","Myanmar","India",0,1.45502960075774,0,17.6571102142334,5.68697547912598,7,0.04,0.889999985694885,0,20.585,20.7030639648438,6.10444355010986,3.5,0.421000003814697,78,0
"8712","Croatia","India",0,3.4770175861687,0.000715399801265448,15.2963352203369,8.51864814758301,4,0,0,0,3.124,20.7030639648438,6.10444355010986,3.5,0.193417996168137,8,0
"8713","Tanzania","India",0,3.51670082282015,0.000989659456536174,17.284366607666,5.23435163497925,4.5,0.35,0,0,36.516,20.7030639648438,6.10444355010986,3.5,0.919000029563904,85,0
"8714","Philippines","India",0,2.95247729248208,0.00125524250324816,18.1032257080078,7.04413223266602,3,0.05,0,0,5.44,20.7030639648438,6.10444355010986,3.5,0.859000027179718,32,0
"8715","Yemen","India",1,2.29175131165018,0,16.6249141693115,5.72900438308716,6,0.99,0,0,77.543,20.7030639648438,6.10444355010986,3.5,0.0500000007450581,82,0
"8716","Senegal","India",0,6.00667714050873,0.00133499293588102,16.0163269042969,6.38768768310547,4,0.94,0,0,74.219,20.7030639648438,6.10444355010986,3.5,0.791000008583069,5,0
"8717","Nicaragua","India",0,9.40639877964792,8.57423437992111e-05,15.3862676620483,6.07462215423584,2,0,0,0,33.985,20.7030639648438,6.10444355010986,3.5,0.389999985694885,36,0
"8718","Central Afr. R.","India",0,4.18055557511885,0,15.0973882675171,5.80739974975586,4.5,0.15,0,0,68.121,20.7030639648438,6.10444355010986,3.5,0.825999975204468,98,0
"8719","Guatemala","India",0,9.32858696679359,0.000150604741065763,16.1950569152832,7.3388524055481,4,0,0,0,40.356,20.7030639648438,6.10444355010986,3.5,0.758000016212463,42,0
"8720","Jordan","India",0,2.4575152316292,0.00434550084173679,15.3409910202026,7.37906217575073,4.5,0.92,0,0,18.209,20.7030639648438,6.10444355010986,3.5,0.455000013113022,27,0
"8721","Germany","India",0,3.58734199387688,0.0154854338616133,18.2222290039062,10.367712020874,2,0.037,0,0,0,20.7030639648438,6.10444355010986,3.5,0.111000001430511,5,0
"8723","Australia","India",0,6.43005991242437,0.0127316573634744,16.7493667602539,10.0479793548584,1,0,0,0,0,20.7030639648438,6.10444355010986,3.5,0.437000006437302,5,0
"8724","Armenia","India",0,2.02016018775737,0,14.9727058410645,7.03308296203613,4,0,0,0,2.606155,20.7030639648438,6.10444355010986,3.5,0.133000001311302,15,0
"8725","Hungary","India",0,3.32820529097167,0.0009517403668724,16.1378974914551,8.54156875610352,2,0,0,0,0.859,20.7030639648438,6.10444355010986,3.5,0.0130000002682209,10,0
"8727","Italy","India",0,3.66854384379087,0.0101979272440076,17.8690338134766,9.92320919036865,2,0,0,0,2.102,20.7030639648438,6.10444355010986,3.5,0.114000000059605,5,0
"8728","Ethiopia","India",0,2.82865088884947,0.000448319100541994,17.9312896728516,4.73172473907471,4.5,0.45,0,0,71.521,20.7030639648438,6.10444355010986,3.5,0.765999972820282,107,0
"8730","Russia","India",0,2.69125280531902,0.00340300868265331,18.8059425354004,7.75791072845459,4,0.24,0,0,0.681,20.7030639648438,6.10444355010986,3.5,0.333000004291534,17,0
"8732","Pakistan","India",252,0.421627661493367,0.000833299709483981,18.6983127593994,6.2307915687561,5,0.97,0,0.00999999977648258,73.787,20.7030639648438,6.10444355010986,3.5,0.537000000476837,91,0
"8733","Japan","India",0,3.62530613874133,0.0122383013367653,18.6517925262451,10.6958694458008,2,0,0.839999973773956,0,0,20.7030639648438,6.10444355010986,3.5,0.0140000004321337,4,0
"8734","Lebanon","India",0,2.47209417379394,0.00123943365179002,15.2530536651611,7.97413158416748,5,0.7,0,0,20.982,20.7030639648438,6.10444355010986,3.5,0.356000006198883,27,0
"8736","Benin","India",0,5.06895535084814,0.00090005510719493,15.5989570617676,6.00181007385254,2,0.2,0,0,78.238,20.7030639648438,6.10444355010986,3.5,0.524999976158142,87,0
"8737","Mauritania","India",0,5.8063111459974,0,14.7290458679199,6.19400453567505,5.59999990463257,1,0,0,71.126,20.7030639648438,6.10444355010986,3.5,0.319000005722046,90,0
"8739","Sweden","India",0,3.45690336564172,0.00627888087183237,15.9961309432983,10.3106269836426,1,0,0,0,0,20.7030639648438,6.10444355010986,3.5,0.136999994516373,4,0
"8740","Guinea","India",0,5.95688480756803,0.000115284390631132,15.7736482620239,6.39943742752075,5,0.85,0,0,73,20.7030639648438,6.10444355010986,3.5,0.750999987125397,118,0
"8741","Chad","India",0,4.13806674106224,0,15.8010358810425,5.40563869476318,4.5,0.51,0,0,69.399,20.7030639648438,6.10444355010986,3.5,0.856000006198883,99,0
"8742","Tunisia","India",0,3.85639450162556,0.0013799739535898,16.0490989685059,7.77484273910522,5,0.98,0,0,42.341,20.7030639648438,6.10444355010986,3.5,0.0500000007450581,28,0
"8743","Togo","India",0,5.1651088082781,0.00015385786537081,15.2643432617188,5.82014417648315,5,0.2,0,0,60.456,20.7030639648438,6.10444355010986,3.5,0.707000017166138,78,0
"8744","Ghana","India",0,5.2446718416161,0,16.7278614044189,6.00704288482666,3,0.16,0,0,40.217,20.7030639648438,6.10444355010986,3.5,0.874000012874603,65,0
"8745","Honduras","India",0,9.2980628834246,0.000116413313662633,15.6236238479614,6.5722074508667,3,0,0,0,26.773,20.7030639648438,6.10444355010986,3.5,0.119999997317791,36,0
"8746","Syria","India",0,2.42774859224436,0,16.549877166748,6.69736528396606,7,0.9,0,0,42.07,20.7030639648438,6.10444355010986,3.5,0.209999993443489,28,0
"8747","Nigeria","India",1,4.70523800478774,0,18.6113014221191,5.53790235519409,5,0.5,0,0,47.813,20.7030639648438,6.10444355010986,3.5,0.85699999332428,123,0
"8749","Burkina Faso","India",0,5.13275703293687,5.36322004336398e-05,16.185754776001,5.48652458190918,4,0.5,0,0,87.316,20.7030639648438,6.10444355010986,3.5,0.712000012397766,104,0
"8750","Kazakhstan","India",0,3.8638105113879,0,16.5578651428223,7.2636137008667,5,0.47,0,0,1.013,20.7030639648438,6.10444355010986,3.5,0.617721974849701,22,0
"8751","Bolivia","India",0,10.0775487556886,8.2443373685237e-05,15.8886823654175,6.86058473587036,3,0,0,0,22.406,20.7030639648438,6.10444355010986,3.5,0.740000009536743,60,0
"8752","Papua N. Guinea","India",0,5.34281143450506,0,15.4012317657471,6.86105537414551,3.5,0,0,0,44.962,20.7030639648438,6.10444355010986,3.5,0.984000027179718,59,0
"8753","Egypt","India",0,2.74997613086415,0.00225838925689459,17.9361724853516,7.0676417350769,6,0.94,0,0,58.302,20.7030639648438,6.10444355010986,3.5,0.025000000372529,49,0
"8754","Algeria","India",0,4.24066633379592,0,17.1999015808105,7.3644061088562,5.5,0.99,0,0,45.931,20.7030639648438,6.10444355010986,3.5,0.29899999499321,35,0
"8755","Netherlands","India",0,3.94580226031697,0.00942358933389187,16.5691719055176,10.3147792816162,1,0.044,0,0,0,20.7030639648438,6.10444355010986,3.5,0.344999998807907,5,0
"8757","Norway","India",0,3.71471704075204,0.00224791537038982,15.3043613433838,10.5314788818359,1,0,0,0,0,20.7030639648438,6.10444355010986,3.5,0.0640000030398369,4,0
"8759","Korea, North","India",0,2.83407727805087,0,16.9065532684326,6.81783056259155,7,0,1,0,4.16,20.7030639648438,6.10444355010986,3.5,0.00400000018998981,9,0
"8761","Colombia","India",0,9.44441785320848,0.000378865777747706,17.5241928100586,7.75578641891479,4,0,0,0,8.937,20.7030639648438,6.10444355010986,3.5,0.596000015735626,23,0
"8762","Turkey","India",0,2.61800748910831,0.00174066808540374,17.9649753570557,7.99525117874146,5,0.998,0,0,25.201,20.7030639648438,6.10444355010986,3.5,0.254999995231628,38,0
"8763","Guinea-Biss","India",0,5.9911857418837,0,13.9546899795532,5.36751508712769,4.5,0.45,0,0,79.094,20.7030639648438,6.10444355010986,3.5,0.783999979496002,128,0
"8764","Cuba","India",0,8.60283849907334,0,16.2224559783936,6.8480052947998,7,0,0,0,3.729,20.7030639648438,6.10444355010986,3.5,0.638000011444092,7,0
"8765","Uganda","India",0,3.54295957960962,0.00046558101894334,16.8600330352783,5.82908058166504,4,0.16,0,0,45.754,20.7030639648438,6.10444355010986,3.5,0.921999990940094,101,0
"8766","Iran","India",0,1.57804291802508,0.00268627773039043,17.9410305023193,7.38988780975342,6.5,0.99,0,0,33.51,20.7030639648438,6.10444355010986,3.5,0.75,26,0
"8767","Austria","India",0,3.45458521567496,0.00319861830212176,15.9047107696533,10.3707408905029,1,0.085,0,0,0,20.7030639648438,6.10444355010986,3.5,0.152999997138977,5,0
"8768","Sierra Leone","India",0,5.96235534923398,0,15.390456199646,5.07518577575684,5.5,0.6,0,0,77.4,20.7030639648438,6.10444355010986,3.5,0.767000019550323,169,0
"8771","Sri Lanka","India",1,1.51152305154433,0.00501056341454387,16.7493667602539,6.75564956665039,4,0.07,0.699999988079071,0.150000005960464,11.836,20.7030639648438,6.10444355010986,3.5,0.421999990940094,16,0
"8772","U.K.","India",0,4.16546883465399,0.0225673001259565,17.8981189727783,9.98385238647461,2,0.03,0,0.00999999977648258,0,20.7030639648438,6.10444355010986,3.5,0.388999998569489,6,0
"8773","Greece","India",0,3.11088249266349,0.00183408579323441,16.1668853759766,9.45141410827637,3,0.013,0,0,4.666,20.7030639648438,6.10444355010986,3.5,0.0850000008940697,6,0
"8774","Finland","India",0,3.23822843854793,0.00404818682000041,15.4550895690918,10.318660736084,1,0,0,0,0,20.7030639648438,6.10444355010986,3.5,0.12899999320507,4,0
"8775","Kenya","India",0,3.37767165527248,0,17.1724071502686,5.81312227249146,5.5,0.1,0,0,26.816,20.7030639648438,6.10444355010986,3.5,0.882000029087067,76,0
"8776","Latvia","India",0,3.22337369415521,0.000115209666546434,14.6951370239258,7.83706903457642,2,0,0,0,0.208,20.7030639648438,6.10444355010986,3.5,0.575824022293091,15,0
"8777","El Salvador","India",0,9.3661939930459,5.73698634980246e-05,15.6130867004395,7.46229267120361,3,0,0,0,25.129,20.7030639648438,6.10444355010986,3.5,0.158999994397163,31,0
"8778","Ecuador","India",0,9.89511214327809,0.000146657097502612,16.3169460296631,7.43247318267822,3,0,0,0,10.926,20.7030639648438,6.10444355010986,3.5,0.657000005245209,32,0
"8779","Haiti","India",0,8.58754441263548,0,15.8498239517212,5.90219736099243,5,0,0,0,54.343,20.7030639648438,6.10444355010986,3.5,0.0109999999403954,71,0
"8780","Madagascar","India",0,3.83704517634222,0,16.4965324401855,5.49355363845825,4,0.07,0,0,42.254,20.7030639648438,6.10444355010986,3.5,0.870999991893768,92,0
"8781","Morocco","India",0,4.82719628449441,0.00198144814930856,17.1405467987061,7.23179769515991,4.5,0.987,0,0,66.08,20.7030639648438,6.10444355010986,3.5,0.398999989032745,49,0
"8782","France","India",0,4.08919758730108,0.00963290873914957,17.8828258514404,10.2787857055664,2,0.09,0,0,0,20.7030639648438,6.10444355010986,3.5,0.317999988794327,5,0
"8783","Burundi","India",0,3.86606319744352,6.73344402457587e-05,15.6946992874146,4.9605860710144,6.5,0.1,0,0,62.553,20.7030639648438,6.10444355010986,3.5,0.312999993562698,118,0
"8784","Spain","India",0,4.51503993738055,0.00528553361073136,17.4892768859863,9.72631645202637,2,0,0,0,3.551,20.7030639648438,6.10444355010986,3.5,0.46000000834465,5,0
"8785","Thailand","India",0,1.81209631754729,0.00493486877530813,17.9065170288086,7.93605709075928,3,0.038,0.949999988079071,0.00100000004749745,6.941,20.7030639648438,6.10444355010986,3.5,0.63400000333786,29,0
"8786","Sudan","India",0,2.9785054362513,0,17.2167072296143,5.70769500732422,7,0.7,0,0,56.725,20.7030639648438,6.10444355010986,3.5,0.731000006198883,69,0
"8787","Bulgaria","India",0,3.11738066984518,0,15.9265718460083,7.30145025253296,3,0.121,0,0,2.414,20.7030639648438,6.10444355010986,3.5,0.224999994039536,14,0
"8788","Zambia","India",0,4.46458340054108,0.000399799697333947,16.0840950012207,5.98107004165649,4,0.25,0,0.239999994635582,31.025,20.7030639648438,6.10444355010986,3.5,0.806999981403351,114,0
"8789","Brazil","India",0,8.84243750653125,0.00222788890823722,18.9274978637695,8.42549896240234,4,0,0,0,15.586,20.7030639648438,6.10444355010986,3.5,0.575999975204468,33,0
"8790","Belgium","India",0,3.98146951363186,0.0440189838409424,16.1378974914551,10.3069505691528,2,0,0,0,0,20.7030639648438,6.10444355010986,3.5,0.58899998664856,6,0
"8792","Albania","India",0,3.30001535281853,6.51943919365294e-05,14.9500331878662,6.81715822219849,4.5,0.7,0,0,24.869,20.7030639648438,6.10444355010986,3.5,0.0961999967694283,25,0
"8793","Costa Rica","India",0,9.48610849114135,0.000209482735954225,15.1110754013062,8.23838806152344,2,0,0,0,4.683,20.7030639648438,6.10444355010986,3.5,0.458000004291534,13,0
"8794","Singapore","India",0,2.57694268244119,0.0655317008495331,15.1823673248291,10.1834478378296,5,0.149,0.425000011920929,0.0399999991059303,12.677,20.7030639648438,6.10444355010986,3.5,0.398000001907349,4,0
"8796","New Zealand","India",0,7.85476860997669,0.00252726604230702,15.1484565734863,9.77384090423584,1,0,0,0,0,20.7030639648438,6.10444355010986,3.5,0.421000003814697,5,0
"8797","Belarus","India",0,3.0216243970286,0.000833807338494807,16.1249713897705,7.21069192886353,6,0,0,0,0.497,20.7030639648438,6.10444355010986,3.5,0.32218399643898,11,0
"8798","Afghanistan","India",0,0.621171788339713,0,17.0383777618408,5.90808296203613,7,0.99,0,0,78.1,20.7030639648438,6.10444355010986,3.5,0.667999982833862,149,0
"8799","Peru","India",0,10.4146494746376,0.00054042594274506,17.0263538360596,7.7543363571167,4,0,0,0,15.817,20.7030639648438,6.10444355010986,3.5,0.509999990463257,40,0
"8800","Argentina","India",0,9.81180149193411,0.0033041185233742,17.4018039703369,8.99179840087891,3,0,0,0,3.403,20.7030639648438,6.10444355010986,3.5,0.287999987602234,19,0
"8801","Venezuela","India",0,8.81952515646525,0.00360251613892615,16.9596633911133,8.13380146026611,3,0,0,0,8.699,20.7030639648438,6.10444355010986,3.5,0.523999989032745,21,0
"8802","Gabon","India",0,4.86282520833024,0,13.9701957702637,8.42650604248047,4,0,0,0,37.8,20.7030639648438,6.10444355010986,3.5,0.808000028133392,86,0
"8803","Burkina Faso","Indonesia",0,7.53316523036311,1.32276136355358e-05,16.185754776001,5.48652458190918,4,0.5,0,0,87.316,19.1336307525635,6.94025564193726,4.5,0.712000012397766,104,1
"8804","Lebanon","Indonesia",0,5.39423489937774,0.00221471511758864,15.2530536651611,7.97413158416748,5,0.7,0,0,20.982,19.1336307525635,6.94025564193726,4.5,0.356000006198883,27,1
"8805","Australia","Indonesia",0,3.35603840238868,0.0592546723783016,16.7493667602539,10.0479793548584,1,0,0,0,0,19.1336307525635,6.94025564193726,4.5,0.437000006437302,5,1
"8806","Belgium","Indonesia",0,7.08289447237396,0.0225217640399933,16.1378974914551,10.3069505691528,2,0,0,0,0,19.1336307525635,6.94025564193726,4.5,0.58899998664856,6,1
"8807","Belarus","Indonesia",0,6.12065213291714,0.000261440844042227,16.1249713897705,7.21069192886353,6,0,0,0,0.497,19.1336307525635,6.94025564193726,4.5,0.32218399643898,11,1
"8809","Jordan","Indonesia",0,5.33381921552701,0.00300442543812096,15.3409910202026,7.37906217575073,4.5,0.92,0,0,18.209,19.1336307525635,6.94025564193726,4.5,0.455000013113022,27,1
"8810","Moldova","Indonesia",0,5.96147175999196,1.89099000635906e-06,15.2738933563232,6.48264217376709,4,0,0,0,2.107,19.1336307525635,6.94025564193726,4.5,0.544701993465424,18,1
"8811","Ghana","Indonesia",0,7.38609915234626,0.0003748859744519,16.7278614044189,6.00704288482666,3,0.16,0,0,40.217,19.1336307525635,6.94025564193726,4.5,0.874000012874603,65,1
"8812","Honduras","Indonesia",0,11.3317470724454,8.92184834810905e-05,15.6236238479614,6.5722074508667,3,0,0,0,26.773,19.1336307525635,6.94025564193726,4.5,0.119999997317791,36,1
"8814","Myanmar","Indonesia",0,1.7394585553816,0.000978474388830364,17.6571102142334,5.68697547912598,7,0.04,0.889999985694885,0,20.585,19.1336307525635,6.94025564193726,4.5,0.421000003814697,78,1
"8815","Latvia","Indonesia",0,6.31316859569662,2.00243939616485e-05,14.6951370239258,7.83706903457642,2,0,0,0,0.208,19.1336307525635,6.94025564193726,4.5,0.575824022293091,15,1
"8816","Uganda","Indonesia",0,5.14115298006237,7.02496618032455e-05,16.8600330352783,5.82908058166504,4,0.16,0,0,45.754,19.1336307525635,6.94025564193726,4.5,0.921999990940094,101,1
"8817","Poland","Indonesia",0,6.36985236825195,0.00152758462354541,17.4713497161865,8.16438865661621,2,0,0,0,0.31,19.1336307525635,6.94025564193726,4.5,0.0350000001490116,10,1
"8818","Albania","Indonesia",0,6.33437321415788,2.46160334427259e-06,14.9500331878662,6.81715822219849,4.5,0.7,0,0,24.869,19.1336307525635,6.94025564193726,4.5,0.0961999967694283,25,1
"8819","Mauritania","Indonesia",0,8.48924329714854,0.000839833694044501,14.7290458679199,6.19400453567505,5.59999990463257,1,0,0,71.126,19.1336307525635,6.94025564193726,4.5,0.319000005722046,90,1
"8820","Central Afr. R.","Indonesia",0,6.12077177494237,0.000169957813341171,15.0973882675171,5.80739974975586,4.5,0.15,0,0,68.121,19.1336307525635,6.94025564193726,4.5,0.825999975204468,98,1
"8821","Guinea-Biss","Indonesia",0,8.48196169615404,9.79611359070987e-05,13.9546899795532,5.36751508712769,4.5,0.45,0,0,79.094,19.1336307525635,6.94025564193726,4.5,0.783999979496002,128,1
"8822","Sudan","Indonesia",0,5.28886042566939,0.00129932817071676,17.2167072296143,5.70769500732422,7,0.7,0,0,56.725,19.1336307525635,6.94025564193726,4.5,0.731000006198883,69,1
"8823","Russia","Indonesia",0,5.7709989799083,0.000585209578275681,18.8059425354004,7.75791072845459,4,0.24,0,0,0.681,19.1336307525635,6.94025564193726,4.5,0.333000004291534,17,1
"8824","El Salvador","Indonesia",0,11.2239255306978,0.000117135379696265,15.6130867004395,7.46229267120361,3,0,0,0,25.129,19.1336307525635,6.94025564193726,4.5,0.158999994397163,31,1
"8825","Uzbekistan","Indonesia",0,4.04064808486444,4.92177059641108e-05,16.9977226257324,6.18374490737915,6,0.88,0,0,1.361,19.1336307525635,6.94025564193726,4.5,0.477999985218048,22,1
"8826","Pakistan","Indonesia",0,3.51840374329011,0.00198964611627162,18.6983127593994,6.2307915687561,5,0.97,0,0.00999999977648258,73.787,19.1336307525635,6.94025564193726,4.5,0.537000000476837,91,1
"8827","Paraguay","Indonesia",0,10.0208603173862,0.000158507493324578,15.4678163528442,7.50971269607544,3,0,0,0,8.544,19.1336307525635,6.94025564193726,4.5,0.180000007152557,24,1
"8828","South Africa","Indonesia",0,5.32162943442372,0.00289561646059155,17.5387916564941,8.29311752319336,2,0.02,0,0.0149999996647239,16.259,19.1336307525635,6.94025564193726,4.5,0.885999977588654,51,1
"8829","Mali","Indonesia",0,7.97054258998665,0.000317939935484901,16.1476535797119,5.65223169326782,3,0.9,0,0,68.969,19.1336307525635,6.94025564193726,4.5,0.833000004291534,117,1
"8831","Germany","Indonesia",0,6.68981258804625,0.0227389559149742,18.2222290039062,10.367712020874,2,0.037,0,0,0,19.1336307525635,6.94025564193726,4.5,0.111000001430511,5,1
"8832","France","Indonesia",0,7.18636885958232,0.012035527266562,17.8828258514404,10.2787857055664,2,0.09,0,0,0,19.1336307525635,6.94025564193726,4.5,0.317999988794327,5,1
"8833","Angola","Indonesia",0,6.38789151368766,0.000341901904903352,16.3332061767578,6.2516565322876,6,0,0,0,2.606,19.1336307525635,6.94025564193726,4.5,0.782999992370605,124,1
"8834","Ecuador","Indonesia",0,11.858222366756,0.000374319410184398,16.3169460296631,7.43247318267822,3,0,0,0,10.926,19.1336307525635,6.94025564193726,4.5,0.657000005245209,32,1
"8835","Tajikistan","Indonesia",0,3.92798219882808,5.00650003232295e-06,15.6282157897949,5.90925884246826,6,0.9,0,0,1.435,19.1336307525635,6.94025564193726,4.5,0.550000011920929,23,1
"8836","Madagascar","Indonesia",0,4.07023051609885,0.000559783016797155,16.4965324401855,5.49355363845825,4,0.07,0,0,42.254,19.1336307525635,6.94025564193726,4.5,0.870999991893768,92,1
"8837","Brazil","Indonesia",0,10.1282832296558,0.00206882623024285,18.9274978637695,8.42549896240234,4,0,0,0,15.586,19.1336307525635,6.94025564193726,4.5,0.575999975204468,33,1
"8838","Mongolia","Indonesia",0,3.7319033426482,0.000144455872941762,14.6725225448608,6.04488801956177,3,0.02,0,0.959999978542328,1.388,19.1336307525635,6.94025564193726,4.5,0.349000006914139,50,1
"8840","Ethiopia","Indonesia",0,4.8020103810707,0.000251809367910028,17.9312896728516,4.73172473907471,4.5,0.45,0,0,71.521,19.1336307525635,6.94025564193726,4.5,0.765999972820282,107,1
"8841","Libya","Indonesia",0,6.64998467212268,0.000218237153603695,15.4366970062256,8.51719284057617,7,0.97,0,0,34.905,19.1336307525635,6.94025564193726,4.5,0.26800000667572,23,1
"8842","Iran","Indonesia",0,4.59750367645942,0.00202051922678947,17.9410305023193,7.38988780975342,6.5,0.99,0,0,33.51,19.1336307525635,6.94025564193726,4.5,0.75,26,1
"8843","Gambia","Indonesia",0,8.55192837353761,0.000396631861804053,14.0174798965454,5.89190912246704,5.5,0.987,0,0,72.628,19.1336307525635,6.94025564193726,4.5,0.716000020503998,76,1
"8844","Morocco","Indonesia",0,7.79756044819081,0.000507227901834995,17.1405467987061,7.23179769515991,4.5,0.987,0,0,66.08,19.1336307525635,6.94025564193726,4.5,0.398999989032745,49,1
"8846","Bulgaria","Indonesia",0,6.16929529370939,0.00214035529643297,15.9265718460083,7.30145025253296,3,0.121,0,0,2.414,19.1336307525635,6.94025564193726,4.5,0.224999994039536,14,1
"8847","Nepal","Indonesia",0,2.73873635045924,0.000130626489408314,16.9065532684326,5.46367597579956,4,0.038,0.0780000016093254,0.861999988555908,78.178,19.1336307525635,6.94025564193726,4.5,0.658999979496002,77,1
"8848","Oman","Indonesia",0,3.8396943591471,0.00165884953457862,14.6492891311646,8.69083690643311,6,0.95,0,0.0500000007450581,42.894,19.1336307525635,6.94025564193726,4.5,0.142000004649162,18,1
