"","origin","affected","count","d","trade","o_lpop","o_lgdp","o_civr","o_muslim","o_budhist","o_hindu","o_femil","t_lpop","t_lgdp","t_civr","o_elf","o_infmort","occupier"
"3864","Liberia","Chile",0,4.77744367612759,0.000214939733268693,14.9012136459351,5.06913232803345,5,0.2,0,0,65.428,16.5101375579834,8.56620407104492,2,0.897000014781952,114,0
"3865","Panama","Chile",0,2.98555428611361,0.00442097522318363,14.8321895599365,8.23679351806641,3,0,0,0,9.279,16.5101375579834,8.56620407104492,2,0.479999989271164,21,0
"3866","Ecuador","Chile",0,2.35020785665741,0.0276243779808283,16.3169460296631,7.43247318267822,3,0,0,0,10.926,16.5101375579834,8.56620407104492,2,0.657000005245209,32,0
"3868","Madagascar","Chile",0,6.9884102666401,9.25191488931887e-06,16.4965324401855,5.49355363845825,4,0.07,0,0,42.254,16.5101375579834,8.56620407104492,2,0.870999991893768,92,0
"3869","Sri Lanka","Chile",0,9.80284339618174,0.00181487062945962,16.7493667602539,6.75564956665039,4,0.07,0.699999988079071,0.150000005960464,11.836,16.5101375579834,8.56620407104492,2,0.421999990940094,16,0
"3870","Tajikistan","Chile",0,10.1572795196854,3.99051350541413e-06,15.6282157897949,5.90925884246826,6,0.9,0,0,1.435,16.5101375579834,8.56620407104492,2,0.550000011920929,23,0
"3871","Finland","Chile",0,8.37345912062943,0.0169791448861361,15.4550895690918,10.318660736084,1,0,0,0,0,16.5101375579834,8.56620407104492,2,0.12899999320507,4,0
"3872","Chad","Chile",0,6.43272801257872,0,15.8010358810425,5.40563869476318,4.5,0.51,0,0,69.399,16.5101375579834,8.56620407104492,2,0.856000006198883,99,0
"3873","Saudi Arabia","Chile",0,8.66012490131116,0.00390099571086466,16.7961292266846,8.81570148468018,7,1,0,0,36.069,16.5101375579834,8.56620407104492,2,0.300000011920929,20,0
"3874","Cuba","Chile",0,3.98147672087443,0.00310513027943671,16.2224559783936,6.8480052947998,7,0,0,0,3.729,16.5101375579834,8.56620407104492,2,0.638000011444092,7,0
"3875","Paraguay","Chile",0,0.965255951829982,0.0136830294504762,15.4678163528442,7.50971269607544,3,0,0,0,8.544,16.5101375579834,8.56620407104492,2,0.180000007152557,24,0
"3876","Bangladesh","Chile",0,11.103861266932,0.000113483409222681,18.6596984863281,5.88706254959106,4,0.83,0,0.159999996423721,71.478,16.5101375579834,8.56620407104492,2,0.0430000014603138,73,0
"3877","Egypt","Chile",0,7.95306106674658,0.000307875336147845,17.9361724853516,7.0676417350769,6,0.94,0,0,58.302,16.5101375579834,8.56620407104492,2,0.025000000372529,49,0
"3878","Ethiopia","Chile",0,7.68311225221424,1.72640329765272e-06,17.9312896728516,4.73172473907471,4.5,0.45,0,0,71.521,16.5101375579834,8.56620407104492,2,0.765999972820282,107,0
"3880","Japan","Chile",0,10.6968498474982,0.0686748996376991,18.6517925262451,10.6958694458008,2,0,0.839999973773956,0,0,16.5101375579834,8.56620407104492,2,0.0140000004321337,4,0
"3881","Malawi","Chile",0,6.48571251290044,6.61443493754632e-07,16.1064281463623,5.11416053771973,3,0.2,0,0,55.633,16.5101375579834,8.56620407104492,2,0.606000006198883,134,0
"3882","Poland","Chile",0,8.06497737948045,0.000862637942191213,17.4713497161865,8.16438865661621,2,0,0,0,0.31,16.5101375579834,8.56620407104492,2,0.0350000001490116,10,0
"3883","Sierra Leone","China",0,7.79692751242239,0.000167119404068217,15.390456199646,5.07518577575684,5.5,0.6,0,0,77.4,20.9383773803711,6.65306282043457,6.5,0.767000019550323,169,0
"3884","Senegal","China",0,7.63586829134839,0.000522560731042176,16.0163269042969,6.38768768310547,4,0.94,0,0,74.219,20.9383773803711,6.65306282043457,6.5,0.791000008583069,5,0
"3886","Mongolia","China",0,0.727375802578653,0.0111914156004786,14.6725225448608,6.04488801956177,3,0.02,0,0.959999978542328,1.388,20.9383773803711,6.65306282043457,6.5,0.349000006914139,50,0
"3887","Malawi","China",0,6.45349818483,0.000121536431834102,16.1064281463623,5.11416053771973,3,0.2,0,0,55.633,20.9383773803711,6.65306282043457,6.5,0.606000006198883,134,0
"3888","U.K.","China",0,5.04872030993325,0.0394509807229042,17.8981189727783,9.98385238647461,2,0.03,0,0.00999999977648258,0,20.9383773803711,6.65306282043457,6.5,0.388999998569489,6,0
"3889","Uzbekistan","China",0,2.44645254509493,0.00036396158975549,16.9977226257324,6.18374490737915,6,0.88,0,0,1.361,20.9383773803711,6.65306282043457,6.5,0.477999985218048,22,0
"3890","Pakistan","China",1,2.40877001198632,0.00264326529577374,18.6983127593994,6.2307915687561,5,0.97,0,0.00999999977648258,73.787,20.9383773803711,6.65306282043457,6.5,0.537000000476837,91,0
"3891","Haiti","China",0,8.35198742219081,0.000162101932801306,15.8498239517212,5.90219736099243,5,0,0,0,54.343,20.9383773803711,6.65306282043457,6.5,0.0109999999403954,71,0
"3892","El Salvador","China",0,8.3762698621772,0.000506400363519788,15.6130867004395,7.46229267120361,3,0,0,0,25.129,20.9383773803711,6.65306282043457,6.5,0.158999994397163,31,0
"3893","Congo","China",0,6.99306841197524,0.00374503247439861,14.862850189209,6.66730785369873,5,0.02,0,0,28.583,20.9383773803711,6.65306282043457,6.5,0.684000015258789,90,0
"3895","Austria","China",0,4.6315150798531,0.0130164297297597,15.9047107696533,10.3707408905029,1,0.085,0,0,0,20.9383773803711,6.65306282043457,6.5,0.152999997138977,5,0
"3896","Korea, North","China",0,0.496517982292472,0.00476374803110957,16.9065532684326,6.81783056259155,7,0,1,0,4.16,20.9383773803711,6.65306282043457,6.5,0.00400000018998981,9,0
"3897","Togo","China",0,7.23958718083873,0.00112027570139617,15.2643432617188,5.82014417648315,5,0.2,0,0,60.456,20.9383773803711,6.65306282043457,6.5,0.707000017166138,78,0
"3898","Guinea-Biss","China",0,7.71626728080252,0.000335166259901598,13.9546899795532,5.36751508712769,4.5,0.45,0,0,79.094,20.9383773803711,6.65306282043457,6.5,0.783999979496002,128,0
"3899","Sweden","China",0,4.1659691650201,0.0275929998606443,15.9961309432983,10.3106269836426,1,0,0,0,0,20.9383773803711,6.65306282043457,6.5,0.136999994516373,4,0
"3900","Malaysia","China",0,2.7016838123133,0.0492595098912716,16.9156036376953,8.44575023651123,5,0.604,0.19200000166893,0.063000001013279,18.215,20.9383773803711,6.65306282043457,6.5,0.718999981880188,8,0
"3901","Albania","China",0,4.76740743391872,0.000334219977958128,14.9500331878662,6.81715822219849,4.5,0.7,0,0,24.869,20.9383773803711,6.65306282043457,6.5,0.0961999967694283,25,0
"3902","Denmark","China",0,4.47175425167651,0.014293821528554,15.4834060668945,10.5319690704346,1,0.02,0,0,0,20.9383773803711,6.65306282043457,6.5,0.0610000006854534,5,0
"3903","Italy","China",0,5.04602484472489,0.0314871519804001,17.8690338134766,9.92320919036865,2,0,0,0,2.102,20.9383773803711,6.65306282043457,6.5,0.114000000059605,5,0
"3904","Portugal","China",0,6.00324269916038,0.00299343443475664,16.1148910522461,9.4292573928833,1,0,0,0,11.167,20.9383773803711,6.65306282043457,6.5,0.00700000021606684,8,0
"3905","Yemen","China",0,4.60144740016914,0.00474219024181366,16.6249141693115,5.72900438308716,6,0.99,0,0,77.543,20.9383773803711,6.65306282043457,6.5,0.0500000007450581,82,0
"3906","South Africa","China",0,7.24588722797162,0.00831017643213272,17.5387916564941,8.29311752319336,2,0.02,0,0.0149999996647239,16.259,20.9383773803711,6.65306282043457,6.5,0.885999977588654,51,0
"3907","Dominican Rep.","China",0,8.37531227164629,0.000494954001624137,15.9077711105347,7.56537818908691,3,0,0,0,17.246,20.9383773803711,6.65306282043457,6.5,0.483000010251999,40,0
"3908","Central Afr. R.","China",0,6.43411228604014,2.91421692963922e-05,15.0973882675171,5.80739974975586,4.5,0.15,0,0,68.121,20.9383773803711,6.65306282043457,6.5,0.825999975204468,98,0
"3909","Nepal","China",0,1.96090187035719,0.00100089854095131,16.9065532684326,5.46367597579956,4,0.038,0.0780000016093254,0.861999988555908,78.178,20.9383773803711,6.65306282043457,6.5,0.658999979496002,77,0
"3910","Guatemala","China",0,8.28269579814282,0.000676878844387829,16.1950569152832,7.3388524055481,4,0,0,0,40.356,20.9383773803711,6.65306282043457,6.5,0.758000016212463,42,0
"3912","Armenia","China",0,3.67497404762049,5.75115482206456e-05,14.9727058410645,7.03308296203613,4,0,0,0,2.606155,20.9383773803711,6.65306282043457,6.5,0.133000001311302,15,0
"3913","Ghana","China",0,7.31690512400874,0.00128698069602251,16.7278614044189,6.00704288482666,3,0.16,0,0,40.217,20.9383773803711,6.65306282043457,6.5,0.874000012874603,65,0
"3914","Netherlands","China",0,4.85810234826533,0.0570441968739033,16.5691719055176,10.3147792816162,1,0.044,0,0,0,20.9383773803711,6.65306282043457,6.5,0.344999998807907,5,0
"3915","Libya","China",0,5.41369468385665,0.00124873768072575,15.4366970062256,8.51719284057617,7,0.97,0,0,34.905,20.9383773803711,6.65306282043457,6.5,0.26800000667572,23,0
"3916","Algeria","China",0,5.65621319214005,0.00163480418268591,17.1999015808105,7.3644061088562,5.5,0.99,0,0,45.931,20.9383773803711,6.65306282043457,6.5,0.29899999499321,35,0
"3918","Belgium","China",0,4.94529766459266,0.0418111942708492,16.1378974914551,10.3069505691528,2,0,0,0,0,20.9383773803711,6.65306282043457,6.5,0.58899998664856,6,0
"3919","Sri Lanka","China",1,3.20817071292147,0.00219662766903639,16.7493667602539,6.75564956665039,4,0.07,0.699999988079071,0.150000005960464,11.836,20.9383773803711,6.65306282043457,6.5,0.421999990940094,16,0
"3920","Turkey","China",0,4.24346901777893,0.00374373910017312,17.9649753570557,7.99525117874146,5,0.998,0,0,25.201,20.9383773803711,6.65306282043457,6.5,0.254999995231628,38,0
"3921","Madagascar","China",0,6.00440337290745,0.000650912523269653,16.4965324401855,5.49355363845825,4,0.07,0,0,42.254,20.9383773803711,6.65306282043457,6.5,0.870999991893768,92,0
"3922","Iran","China",0,3.47960553379323,0.0110259698703885,17.9410305023193,7.38988780975342,6.5,0.99,0,0,33.51,20.9383773803711,6.65306282043457,6.5,0.75,26,0
"3923","Costa Rica","China",0,8.74430994868984,0.00138276105280966,15.1110754013062,8.23838806152344,2,0,0,0,4.683,20.9383773803711,6.65306282043457,6.5,0.458000004291534,13,0
"3924","Jamaica","China",0,8.33946405473935,0.00224623805843294,14.7617483139038,7.68165683746338,2.5,0,0,0,10.121,20.9383773803711,6.65306282043457,6.5,0.42399999499321,21,0
"3926","Tajikistan","China",0,2.51786737634961,0.00012849410995841,15.6282157897949,5.90925884246826,6,0.9,0,0,1.435,20.9383773803711,6.65306282043457,6.5,0.550000011920929,23,0
"3927","Australia","China",0,5.59353272200837,0.0530652925372124,16.7493667602539,10.0479793548584,1,0,0,0,0,20.9383773803711,6.65306282043457,6.5,0.437000006437302,5,0
"3928","Sudan","China",0,5.21014210271922,0.00609760265797377,17.2167072296143,5.70769500732422,7,0.7,0,0,56.725,20.9383773803711,6.65306282043457,6.5,0.731000006198883,69,0
"3929","Bulgaria","China",0,4.56591103046745,0.00124144204892218,15.9265718460083,7.30145025253296,3,0.121,0,0,2.414,20.9383773803711,6.65306282043457,6.5,0.224999994039536,14,0
"3930","India","China",0,2.34546476555611,0.00340225268155336,20.7030639648438,6.10444355010986,3.5,0.12,0,0.813000023365021,56.533,20.9383773803711,6.65306282043457,6.5,0.878000020980835,70,0
"3931","Lebanon","China",0,4.33170432356981,0.00419168127700686,15.2530536651611,7.97413158416748,5,0.7,0,0,20.982,20.9383773803711,6.65306282043457,6.5,0.356000006198883,27,0
"3934","Benin","China",0,7.15364680382438,0.00480257533490658,15.5989570617676,6.00181007385254,2,0.2,0,0,78.238,20.9383773803711,6.65306282043457,6.5,0.524999976158142,87,0
"3936","Mali","China",0,7.34762420142552,0.000227911281399429,16.1476535797119,5.65223169326782,3,0.9,0,0,68.969,20.9383773803711,6.65306282043457,6.5,0.833000004291534,117,0
"3938","Moldova","China",0,4.18282263883387,6.01681458647363e-05,15.2738933563232,6.48264217376709,4,0,0,0,2.107,20.9383773803711,6.65306282043457,6.5,0.544701993465424,18,0
"3939","Kenya","China",0,5.72294243530524,0.000827038427814841,17.1724071502686,5.81312227249146,5.5,0.1,0,0,26.816,20.9383773803711,6.65306282043457,6.5,0.882000029087067,76,0
"3941","Kuwait","China",0,3.86205960989197,0.0137230874970555,14.4393615722656,9.54591751098633,4.5,0.85,0,0.0500000007450581,22.135,20.9383773803711,6.65306282043457,6.5,0.787999987602234,12,0
"3942","Ethiopia","China",0,5.15362330861429,0.000492461549583822,17.9312896728516,4.73172473907471,4.5,0.45,0,0,71.521,20.9383773803711,6.65306282043457,6.5,0.765999972820282,107,0
"3943","Singapore","China",0,2.78127432463235,0.184488400816917,15.1823673248291,10.1834478378296,5,0.149,0.425000011920929,0.0399999991059303,12.677,20.9383773803711,6.65306282043457,6.5,0.398000001907349,4,0
"3945","Myanmar","China",0,2.00628325948579,0.00279674073681235,17.6571102142334,5.68697547912598,7,0.04,0.889999985694885,0,20.585,20.9383773803711,6.65306282043457,6.5,0.421000003814697,78,0
"3946","Paraguay","China",0,11.3606703269608,0.00135928438976407,15.4678163528442,7.50971269607544,3,0,0,0,8.544,20.9383773803711,6.65306282043457,6.5,0.180000007152557,24,0
"3947","Cuba","China",0,7.90955173851713,0.00406089052557945,16.2224559783936,6.8480052947998,7,0,0,0,3.729,20.9383773803711,6.65306282043457,6.5,0.638000011444092,7,0
"3948","Drc","China",0,6.99366358646793,0.00232560443691909,17.6908702850342,4.60084247589111,6,0.1,0,0,52.976,20.9383773803711,6.65306282043457,6.5,0.90200001001358,90,0
"3949","Honduras","China",0,8.40095688740937,0.000235857209190726,15.6236238479614,6.5722074508667,3,0,0,0,26.773,20.9383773803711,6.65306282043457,6.5,0.119999997317791,36,0
"3950","Papua N. Guinea","China",0,3.93552853975605,0.00183767639100552,15.4012317657471,6.86105537414551,3.5,0,0,0,44.962,20.9383773803711,6.65306282043457,6.5,0.984000027179718,59,0
"3951","Tanzania","China",0,5.84404447007448,0.000468128331704065,17.284366607666,5.23435163497925,4.5,0.35,0,0,36.516,20.9383773803711,6.65306282043457,6.5,0.919000029563904,85,0
"3953","Uganda","China",0,5.88338153500074,0.000234202147112228,16.8600330352783,5.82908058166504,4,0.16,0,0,45.754,20.9383773803711,6.65306282043457,6.5,0.921999990940094,101,0
"3954","Ecuador","China",0,9.5296371395841,0.00129285571165383,16.3169460296631,7.43247318267822,3,0,0,0,10.926,20.9383773803711,6.65306282043457,6.5,0.657000005245209,32,0
"3955","Kazakhstan","China",0,5.19340889608917,0.00950373988598585,16.5578651428223,7.2636137008667,5,0.47,0,0,1.013,20.9383773803711,6.65306282043457,6.5,0.617721974849701,22,0
"3957","Mozambique","China",0,7.03925954617467,0.000178869639057666,16.6487236022949,5.24105310440063,4,0.2,0,0,73.621,20.9383773803711,6.65306282043457,6.5,0.698000013828278,67,0
"3958","Japan","China",0,1.30157784908169,0.225163847208023,18.6517925262451,10.6958694458008,2,0,0.839999973773956,0,0,20.9383773803711,6.65306282043457,6.5,0.0140000004321337,4,0
"3959","Poland","China",0,4.31017749784085,0.00501098250970244,17.4713497161865,8.16438865661621,2,0,0,0,0.31,20.9383773803711,6.65306282043457,6.5,0.0350000001490116,10,0
"3960","Latvia","China",0,4.0759577549901,0.000542308902367949,14.6951370239258,7.83706903457642,2,0,0,0,0.208,20.9383773803711,6.65306282043457,6.5,0.575824022293091,15,0
"3961","Peru","China",0,10.3358217200592,0.0037947513628751,17.0263538360596,7.7543363571167,4,0,0,0,15.817,20.9383773803711,6.65306282043457,6.5,0.509999990463257,40,0
"3962","Mauritius","China",0,5.61719990738923,0.00376210757531226,13.9636974334717,8.30333137512207,2,0.166,0,0.519999980926514,19.917,20.9383773803711,6.65306282043457,6.5,0.488999992609024,19,0
"3963","Burkina Faso","China",0,7.06610786043178,9.02447136468254e-05,16.185754776001,5.48652458190918,4,0.5,0,0,87.316,20.9383773803711,6.65306282043457,6.5,0.712000012397766,104,0
"3964","Gabon","China",0,7.09047924206209,0.00698216306045651,13.9701957702637,8.42650604248047,4,0,0,0,37.8,20.9383773803711,6.65306282043457,6.5,0.808000028133392,86,0
"3965","Jordan","China",0,4.38095356686029,0.00341997994109988,15.3409910202026,7.37906217575073,4.5,0.92,0,0,18.209,20.9383773803711,6.65306282043457,6.5,0.455000013113022,27,0
"3966","Mauritania","China",0,7.38447440734601,0.000658801349345595,14.7290458679199,6.19400453567505,5.59999990463257,1,0,0,71.126,20.9383773803711,6.65306282043457,6.5,0.319000005722046,90,0
"3967","Niger","China",0,6.83814810755719,0.000110695422335993,16.1280460357666,5.33631801605225,5,0.8,0,0,92.289,20.9383773803711,6.65306282043457,6.5,0.681999981403351,76,0
"3968","Afghanistan","China",0,2.59336322205389,0.000106637598946691,17.0383777618408,5.90808296203613,7,0.99,0,0,78.1,20.9383773803711,6.65306282043457,6.5,0.667999982833862,149,0
"3970","Rwanda","China",0,6.10826750115554,6.90169836161658e-05,15.9079914093018,5.55027103424072,6,0.046,0,0,42.949,20.9383773803711,6.65306282043457,6.5,0.259999990463257,69,0
"3971","Korea, Rep.","China",0,0.592844806872505,0.145291358232498,17.6528091430664,9.42343330383301,2,0,0.5,0,4.149,20.9383773803711,6.65306282043457,6.5,0.00300000002607703,54,0
"3972","Zambia","China",0,6.79656021261034,0.000387702690204605,16.0840950012207,5.98107004165649,4,0.25,0,0.239999994635582,31.025,20.9383773803711,6.65306282043457,6.5,0.806999981403351,114,0
"3974","Angola","China",0,7.3007309274213,0.00621964503079653,16.3332061767578,6.2516565322876,6,0,0,0,2.606,20.9383773803711,6.65306282043457,6.5,0.782999992370605,124,0
"3975","Egypt","China",0,4.6845747004136,0.00231711403466761,17.9361724853516,7.0676417350769,6,0.94,0,0,58.302,20.9383773803711,6.65306282043457,6.5,0.025000000372529,49,0
"3976","Croatia","China",0,4.74496349555832,0.0011612365487963,15.2963352203369,8.51864814758301,4,0,0,0,3.124,20.9383773803711,6.65306282043457,6.5,0.193417996168137,8,0
"3977","Cambodia","China",1,2.08244215653752,0.00215448206290603,16.2578582763672,5.68605184555054,6,0,0.949999988079071,0,45.171,20.9383773803711,6.65306282043457,6.5,0.1858000010252,102,0
"3978","Gambia","China",0,7.67117867681636,0.00201281392946839,14.0174798965454,5.89190912246704,5.5,0.987,0,0,72.628,20.9383773803711,6.65306282043457,6.5,0.716000020503998,76,0
"3979","Liberia","China",0,7.80187899368367,0.00248717074282467,14.9012136459351,5.06913232803345,5,0.2,0,0,65.428,20.9383773803711,6.65306282043457,6.5,0.897000014781952,114,0
"3981","Greece","China",0,4.73130466223994,0.00675686029717326,16.1668853759766,9.45141410827637,3,0.013,0,0,4.666,20.9383773803711,6.65306282043457,6.5,0.0850000008940697,6,0
"3982","Guinea","China",0,7.76313835864615,0.00040860753506422,15.7736482620239,6.39943742752075,5,0.85,0,0,73,20.9383773803711,6.65306282043457,6.5,0.750999987125397,118,0
"3983","Trinidad & Tobago","China",0,8.93313325861065,0.00112869392614812,14.0663785934448,8.50862407684326,2,0.058,0,0.237999990582466,8.491,20.9383773803711,6.65306282043457,6.5,0.638999998569489,16,0
"3985","Russia","China",0,3.5949965431891,0.0138539113104343,18.8059425354004,7.75791072845459,4,0.24,0,0,0.681,20.9383773803711,6.65306282043457,6.5,0.333000004291534,17,0
"3986","Tunisia","China",0,5.36687281251744,0.00107226078398526,16.0490989685059,7.77484273910522,5,0.98,0,0,42.341,20.9383773803711,6.65306282043457,6.5,0.0500000007450581,28,0
"3987","Morocco","China",0,6.17323764967882,0.0015385823789984,17.1405467987061,7.23179769515991,4.5,0.987,0,0,66.08,20.9383773803711,6.65306282043457,6.5,0.398999989032745,49,0
"3988","Norway","China",0,4.36173382397246,0.01827197894454,15.3043613433838,10.5314788818359,1,0,0,0,0,20.9383773803711,6.65306282043457,6.5,0.0640000030398369,4,0
"3989","Canada","China",0,6.48756215533942,0.0368743874132633,17.223352432251,9.99863529205322,1,0,0,0,0,20.9383773803711,6.65306282043457,6.5,0.768999993801117,5,0
"3990","Saudi Arabia","China",0,4.09757244019973,0.022046284750104,16.7961292266846,8.81570148468018,7,1,0,0,36.069,20.9383773803711,6.65306282043457,6.5,0.300000011920929,20,0
"3991","Belarus","China",0,4.01634875727879,0.00140352314338088,16.1249713897705,7.21069192886353,6,0,0,0,0.497,20.9383773803711,6.65306282043457,6.5,0.32218399643898,11,0
"3992","Hungary","China",0,4.55670144369937,0.00779819535091519,16.1378974914551,8.54156875610352,2,0,0,0,0.859,20.9383773803711,6.65306282043457,6.5,0.0130000002682209,10,0
"3993","Finland","China",0,3.92504627356586,0.0284531973302364,15.4550895690918,10.318660736084,1,0,0,0,0,20.9383773803711,6.65306282043457,6.5,0.12899999320507,4,0
"3994","Indonesia","China",0,3.23880859995452,0.0105381654575467,19.1336307525635,6.94025564193726,4.5,0.88,0.00999999977648258,0.0199999995529652,19.703,20.9383773803711,6.65306282043457,6.5,0.757000029087067,43,0
"3995","Colombia","China",0,9.28267403392425,0.00126073986757547,17.5241928100586,7.75578641891479,4,0,0,0,8.937,20.9383773803711,6.65306282043457,6.5,0.596000015735626,23,0
"3996","Philippines","China",0,1.77065011754941,0.00816574972122908,18.1032257080078,7.04413223266602,3,0.05,0,0,5.44,20.9383773803711,6.65306282043457,6.5,0.859000027179718,32,0
"3998","Argentina","China",0,11.965924367759,0.00877770781517029,17.4018039703369,8.99179840087891,3,0,0,0,3.403,20.9383773803711,6.65306282043457,6.5,0.287999987602234,19,0
"3999","Burundi","China",0,6.20888027379534,5.32684134668671e-05,15.6946992874146,4.9605860710144,6.5,0.1,0,0,62.553,20.9383773803711,6.65306282043457,6.5,0.312999993562698,118,0
"4000","France","China",0,5.10258021408545,0.0354452691972256,17.8828258514404,10.2787857055664,2,0.09,0,0,0,20.9383773803711,6.65306282043457,6.5,0.317999988794327,5,0
"4001","Cote d'Ivoire","China",0,7.52021941908394,0.002086948370561,16.5368061065674,6.64203119277954,4,0.4,0,0,64.576,20.9383773803711,6.65306282043457,6.5,0.896000027656555,88,0
"4002","Oman","China",0,3.51265155510386,0.0312286596745253,14.6492891311646,8.69083690643311,6,0.95,0,0.0500000007450581,42.894,20.9383773803711,6.65306282043457,6.5,0.142000004649162,18,0
"4004","Ireland","China",0,5.14329421617324,0.0187060628086329,15.1270809173584,10.1496114730835,1,0,0,0,0,20.9383773803711,6.65306282043457,6.5,0.028999999165535,6,0
"4005","U.S.A.","China",0,6.9262976879871,0.151557445526123,19.4322814941406,10.3335962295532,1,0,0,0,0,20.9383773803711,6.65306282043457,6.5,0.574999988079071,7,0
"4006","Chad","China",0,6.26676104858581,3.27264024235774e-06,15.8010358810425,5.40563869476318,4.5,0.51,0,0,69.399,20.9383773803711,6.65306282043457,6.5,0.856000006198883,99,0
"4007","Mexico","China",0,7.73562467420369,0.0068674897775054,18.3714904785156,8.19596576690674,4,0,0,0,11.284,20.9383773803711,6.65306282043457,6.5,0.218999996781349,30,0
"4008","Syria","China",0,4.30636187882247,0.00176353601273149,16.549877166748,6.69736528396606,7,0.9,0,0,42.07,20.9383773803711,6.65306282043457,6.5,0.209999993443489,28,0
"4009","Spain","China",0,5.72700530324229,0.0169323366135359,17.4892768859863,9.72631645202637,2,0,0,0,3.551,20.9383773803711,6.65306282043457,6.5,0.46000000834465,5,0
"4011","New Zealand","China",0,6.69310224100922,0.0179772153496742,15.1484565734863,9.77384090423584,1,0,0,0,0,20.9383773803711,6.65306282043457,6.5,0.421000003814697,5,0
"4012","Cameroon","China",0,6.82456907665812,0.00118587620090693,16.4687519073486,6.49595880508423,5,0.2,0,0,33.579,20.9383773803711,6.65306282043457,6.5,0.879000008106232,77,0
"4013","Bangladesh","China",0,1.88044740188038,0.00264659966342151,18.6596984863281,5.88706254959106,4,0.83,0,0.159999996423721,71.478,20.9383773803711,6.65306282043457,6.5,0.0430000014603138,73,0
"4014","Chile","China",0,11.8324477524582,0.0144548276439309,16.5101375579834,8.56620407104492,2,0,0,0,4.756,20.9383773803711,6.65306282043457,6.5,0.514999985694885,10,0
"4015","Nicaragua","China",0,8.55197250909352,0.000177439738763496,15.3862676620483,6.07462215423584,2,0,0,0,33.985,20.9383773803711,6.65306282043457,6.5,0.389999985694885,36,0
"4016","Laos","China",0,1.72574245228756,0.000838131934870034,15.4324026107788,6.07651996612549,6,0,0.600000023841858,0,69.779,20.9383773803711,6.65306282043457,6.5,0.547999978065491,96,0
"4017","Switzerland","China",0,5.01512902923002,0.0232230685651302,15.7770128250122,10.7315835952759,1,0,0,0,0,20.9383773803711,6.65306282043457,6.5,0.586000025272369,4,0
"4018","Nigeria","China",0,6.7978031729634,0.00314866681583226,18.6113014221191,5.53790235519409,5,0.5,0,0,47.813,20.9383773803711,6.65306282043457,6.5,0.85699999332428,123,0
"4019","Bolivia","China",0,10.7880797655529,0.000372363225324079,15.8886823654175,6.86058473587036,3,0,0,0,22.406,20.9383773803711,6.65306282043457,6.5,0.740000009536743,60,0
"4020","Uruguay","China",0,11.8948399859893,0.00347867072559893,15.0060939788818,8.77946186065674,2,0,0,0,2.067,20.9383773803711,6.65306282043457,6.5,0.375,16,0
"4021","Romania","China",0,4.38508998887415,0.00167388550471514,16.9290256500244,7.30728626251221,2,0.004,0,0,3.08,20.9383773803711,6.65306282043457,6.5,0.208000004291534,21,0
"4022","Brazil","China",0,10.5142358714251,0.00730759231373668,18.9274978637695,8.42549896240234,4,0,0,0,15.586,20.9383773803711,6.65306282043457,6.5,0.575999975204468,33,0
"4023","Thailand","China",0,2.04959158481109,0.0262906812131405,17.9065170288086,7.93605709075928,3,0.038,0.949999988079071,0.00100000004749745,6.941,20.9383773803711,6.65306282043457,6.5,0.63400000333786,29,0
"4024","Zimbabwe","China",0,6.7379137934151,0.00122596730943769,16.3169460296631,6.46213531494141,5,0.01,0,0,17.312,20.9383773803711,6.65306282043457,6.5,0.472000002861023,73,0
"4025","Venezuela","China",0,8.94043428630001,0.00236669927835464,16.9596633911133,8.13380146026611,3,0,0,0,8.699,20.9383773803711,6.65306282043457,6.5,0.523999989032745,21,0
"4026","Germany","China",0,4.56789086816867,0.079547181725502,18.2222290039062,10.367712020874,2,0.037,0,0,0,20.9383773803711,6.65306282043457,6.5,0.111000001430511,5,0
"4027","Slovenia","China",0,4.79084008307817,0.00212694006040692,14.4999198913574,9.31708335876465,2,0.01,0,0,0.406,20.9383773803711,6.65306282043457,6.5,0.398048013448715,5,0
"4028","Panama","China",0,8.90198533350188,0.00366999604739249,14.8321895599365,8.23679351806641,3,0,0,0,9.279,20.9383773803711,6.65306282043457,6.5,0.479999989271164,21,0
"4030","United Arab E.","China",0,3.70395860498904,0.0523766949772835,14.8176116943359,9.71221733093262,5,0.96,0,0,22.584,20.9383773803711,6.65306282043457,6.5,0.241999998688698,8,0
"4031","Iraq","China",0,3.9072837033754,0.00303310668095946,16.9200973510742,7.389564037323,7,0.97,0,0,56.693,20.9383773803711,6.65306282043457,6.5,0.375,103,0
"4033","Kazakhstan","Colombia",0,5.63312299390988,2.86093245449592e-06,16.5578651428223,7.2636137008667,5,0.47,0,0,1.013,17.5241928100586,7.75578641891479,4,0.617721974849701,22,0
"4034","Norway","Colombia",0,5.760548839265,0.00206073536537588,15.3043613433838,10.5314788818359,1,0,0,0,0,17.5241928100586,7.75578641891479,4,0.0640000030398369,4,0
"4035","Burundi","Colombia",0,7.15729581686084,0,15.6946992874146,4.9605860710144,6.5,0.1,0,0,62.553,17.5241928100586,7.75578641891479,4,0.312999993562698,118,0
"4036","Jordan","Colombia",0,7.20168401158977,2.95713507512119e-05,15.3409910202026,7.37906217575073,4.5,0.92,0,0,18.209,17.5241928100586,7.75578641891479,4,0.455000013113022,27,0
